,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession
5435,2,1,3.0,3.2,2.45,6,3,1,16,10,95,56,424,123,62,486,6,0,4,13,15,129,73,503,86,47,407
5436,0,2,4.0,3.2,2.05,2,3,5,10,14,98,49,466,109,57,444,5,2,3,13,7,113,65,437,100,55,473
5437,2,2,2.7,3.1,2.8,4,5,1,17,10,104,50,420,76,43,490,4,2,4,16,13,102,47,438,112,58,472
5438,0,1,2.05,3.4,4.2,2,4,4,12,15,115,73,462,127,78,448,3,4,3,14,11,87,49,441,139,86,469
5439,3,3,2.0,3.2,4.2,4,1,5,14,14,80,43,407,131,62,503,4,1,5,12,14,121,65,433,110,49,477
5440,0,2,1.91,3.3,4.5,7,0,3,12,10,118,61,359,91,51,551,4,1,5,7,11,100,48,436,107,53,473
5441,3,0,1.73,3.6,5.25,4,4,2,12,7,122,58,540,95,51,370,1,5,4,11,17,113,50,442,88,37,468
5442,0,1,2.1,3.6,3.4,1,3,6,11,19,84,42,404,144,73,506,4,2,4,10,13,94,41,444,95,49,466
5443,3,0,2.2,3.4,3.2,4,1,5,14,19,141,62,516,82,48,394,4,0,6,13,24,97,51,424,100,47,485
5444,2,1,1.44,4.75,8.0,6,2,2,19,8,186,118,558,112,68,352,3,4,3,12,12,115,60,449,125,74,461
5445,1,2,3.0,3.3,2.6,1,1,8,8,16,115,59,464,111,66,446,2,4,4,10,12,118,70,461,118,69,449
5446,1,0,2.2,3.6,3.4,5,4,1,24,18,128,56,367,113,57,544,6,0,4,13,10,112,72,400,157,90,510
5447,0,1,2.0,3.5,4.2,2,3,5,14,22,121,62,470,113,61,440,3,2,5,8,15,95,47,367,135,84,543
5448,2,1,4.0,3.8,1.95,5,2,3,20,14,104,56,415,129,69,495,4,2,4,17,18,148,83,519,117,68,391
5449,0,0,2.4,3.0,3.3,6,3,1,12,6,89,40,406,103,54,504,4,2,4,10,13,104,50,403,94,53,505
5450,1,1,2.4,3.1,3.2,4,3,3,15,14,84,48,443,113,58,466,4,4,2,14,12,90,37,439,105,43,471
5451,2,0,1.95,3.3,4.2,1,2,7,6,14,87,40,449,115,59,461,3,1,6,12,16,66,32,374,117,59,534
5452,4,0,1.1,9.0,29.0,9,0,1,30,5,136,65,632,68,36,278,4,3,3,15,15,96,46,422,136,80,488
5453,4,3,1.57,4.33,5.5,4,2,4,9,11,140,68,518,71,35,391,3,1,6,14,20,157,81,444,74,33,466
5454,1,2,2.5,3.4,2.8,3,2,5,10,17,82,50,413,135,75,497,3,3,4,16,17,85,44,444,109,50,466
5455,1,3,2.05,3.5,3.6,4,0,6,12,15,101,52,399,131,62,510,2,1,7,9,17,110,54,398,100,51,512
5456,2,0,2.4,3.2,3.1,2,2,6,12,19,126,68,460,109,46,450,4,1,5,11,14,121,56,478,116,58,432
5457,1,1,4.0,3.3,2.0,4,1,5,14,16,92,41,432,115,50,478,6,2,2,14,12,146,69,526,112,58,384
5458,5,0,1.44,4.33,8.0,4,3,3,13,15,130,74,445,142,69,465,3,2,5,14,16,104,52,448,100,49,461
5459,1,3,3.8,3.8,1.91,4,6,0,19,13,124,64,519,114,56,390,7,3,0,31,8,163,76,541,116,57,369
5460,2,0,2.25,3.25,3.4,1,3,6,6,12,117,57,440,119,60,470,4,5,1,18,11,109,50,425,70,39,485
5461,1,1,2.3,3.25,3.25,3,2,5,13,16,121,65,424,107,48,486,3,4,3,12,16,86,41,421,140,74,489
5462,1,1,2.05,3.6,3.8,3,4,3,9,16,136,80,477,100,56,432,3,4,3,15,14,136,72,445,104,51,464
5463,0,0,2.6,3.5,2.8,6,2,2,15,8,96,57,531,92,53,377,8,0,2,26,8,172,102,529,89,47,381
5464,3,0,2.6,3.4,2.9,0,3,7,9,22,94,52,402,158,90,508,2,3,5,15,20,101,58,432,134,72,477
5465,1,0,1.5,3.8,7.5,2,5,3,13,16,112,57,444,105,54,466,0,4,6,5,19,103,54,434,124,65,476
5466,1,2,2.6,3.1,2.9,2,5,3,5,5,129,69,498,83,41,411,2,3,5,15,12,136,76,534,86,39,376
5467,4,1,1.25,6.0,12.0,8,2,0,21,5,132,71,587,74,45,323,6,1,3,13,11,119,59,504,100,48,406
5468,0,1,3.0,3.1,2.5,4,3,3,11,8,80,49,417,118,61,492,3,5,2,14,15,100,53,456,119,58,454
5469,5,1,1.2,7.0,13.0,7,2,1,27,13,135,61,550,59,36,360,2,2,6,11,16,130,70,499,115,56,411
5470,3,1,2.15,3.5,3.3,4,0,6,17,19,95,50,486,114,50,424,6,1,3,12,11,132,66,486,114,60,424
5471,0,1,4.5,3.6,1.83,3,4,3,14,12,109,51,392,123,67,518,5,3,2,22,13,155,73,506,101,42,404
5472,1,2,2.5,3.4,2.8,8,0,2,21,8,127,68,542,81,39,368,6,2,2,23,13,139,73,542,115,62,367
5473,2,0,1.33,5.0,10.0,3,4,3,13,11,159,69,487,111,55,423,4,3,3,13,12,109,53,451,118,61,459
5474,3,0,1.91,3.5,4.2,6,0,4,13,15,129,69,524,86,47,386,5,2,3,18,12,115,62,467,94,41,443
5475,2,1,1.75,3.6,5.0,5,1,4,15,15,99,47,470,117,59,440,6,3,1,15,9,103,59,425,125,64,485
5476,4,1,2.0,3.3,4.0,3,4,3,16,15,105,54,449,175,90,461,0,7,3,11,15,90,43,400,137,64,510
5477,3,1,1.11,10.0,19.0,7,1,2,20,13,155,86,593,98,45,317,4,5,1,15,8,77,41,401,111,51,509
5478,0,4,2.63,3.2,2.8,1,4,5,6,17,92,44,391,112,58,519,2,3,5,10,14,104,53,483,98,49,427
5479,2,1,1.57,3.8,6.5,5,2,3,14,7,108,64,428,98,54,482,4,4,2,11,8,115,67,466,105,56,443
5480,3,0,1.53,4.0,7.0,4,2,4,17,14,96,43,433,117,58,477,4,2,4,16,15,82,44,418,134,64,492
5481,0,1,5.0,3.5,1.75,3,1,6,9,14,88,49,402,122,69,508,6,3,1,13,10,152,71,528,108,56,382
5482,2,1,2.9,3.3,2.38,4,2,4,12,13,111,50,426,122,61,484,6,0,4,15,15,126,69,521,86,49,389
5483,0,2,4.2,3.5,1.85,0,6,4,10,17,94,45,406,135,62,504,7,0,3,19,8,142,74,556,81,38,354
5484,1,0,1.67,3.6,5.5,5,1,4,14,16,109,51,470,107,54,440,3,3,4,13,12,104,45,387,133,68,523
5485,2,0,1.29,5.5,10.0,5,3,2,20,11,161,74,510,100,42,400,4,2,4,13,14,98,44,433,127,57,477
5486,3,1,1.4,4.33,8.0,6,2,2,23,13,141,74,534,122,60,375,3,2,5,12,15,114,58,411,105,58,499
5487,1,0,4.75,3.6,1.75,5,3,2,15,11,95,56,430,128,62,480,3,4,3,13,10,161,73,517,100,45,393
5488,3,3,2.0,3.3,3.75,5,2,3,18,12,109,58,465,93,41,445,3,1,6,8,14,119,55,480,119,57,430
5489,1,1,2.2,3.25,3.3,4,3,3,19,15,101,51,448,169,84,462,3,1,6,13,18,124,62,454,112,46,456
5490,0,1,7.5,4.0,1.5,4,5,1,14,11,94,37,446,104,44,464,8,2,0,24,6,142,76,601,74,42,309
5491,0,0,15.0,8.0,1.17,3,3,4,16,17,83,45,452,102,46,458,10,0,0,33,3,138,72,627,64,36,283
5492,2,1,1.75,3.8,4.33,7,0,3,19,10,136,65,475,119,61,435,1,4,5,9,14,89,37,471,123,65,439
5493,1,1,5.5,3.4,1.7,3,5,2,16,13,108,49,412,74,41,498,6,1,3,14,6,107,60,417,100,52,493
5494,1,3,2.1,3.5,3.75,3,2,5,15,19,139,76,513,111,65,397,3,5,2,9,11,137,78,482,99,55,427
5495,0,0,3.8,3.5,2.1,5,0,5,12,11,109,68,398,164,92,512,6,2,2,15,8,93,54,529,86,48,379
5496,2,1,1.29,6.0,12.0,7,1,2,24,8,164,98,513,79,40,397,2,3,5,14,21,126,62,498,105,56,412
5497,0,0,2.4,3.4,3.2,2,3,5,14,21,97,54,443,135,73,466,3,3,4,9,12,87,43,457,143,83,453
5498,0,3,5.0,4.0,1.75,3,4,3,12,12,122,70,465,115,64,445,7,1,2,21,9,177,110,546,114,69,364
5499,2,0,2.6,3.4,2.9,3,4,3,8,10,115,62,402,117,61,508,6,2,2,22,13,109,61,399,125,70,512
5500,2,3,2.9,3.4,2.6,4,2,4,8,11,85,43,367,130,78,543,5,4,1,20,17,127,58,372,107,56,539
5501,1,0,2.9,3.1,2.6,2,1,7,10,17,68,36,368,120,61,540,6,0,4,11,12,126,65,375,76,43,535
5502,2,0,4.2,3.4,1.95,1,3,6,7,14,88,40,437,119,62,472,3,5,2,13,14,112,55,443,103,52,467
5503,2,2,2.0,3.3,4.0,4,3,3,10,12,105,49,407,97,52,501,4,3,3,16,15,82,44,449,102,54,460
5504,3,0,1.62,3.8,6.0,5,1,4,12,14,121,59,478,107,52,432,3,3,4,9,8,80,50,418,120,58,491
5505,1,1,2.1,3.25,3.75,0,5,5,9,19,112,51,428,93,39,482,2,2,6,8,12,85,41,448,112,60,462
5506,0,1,5.5,3.6,1.7,0,3,7,5,20,102,54,435,135,70,475,5,3,2,15,7,118,58,544,93,47,366
5507,2,1,2.63,3.4,2.7,4,4,2,13,12,113,51,521,86,46,389,5,2,3,12,12,137,62,522,76,38,387
5508,3,3,2.3,3.4,3.1,2,2,6,11,19,128,69,473,122,61,437,4,0,6,13,16,107,53,429,124,59,480
5509,1,3,7.5,5.0,1.4,3,1,6,10,15,115,56,409,96,53,501,7,2,1,29,12,129,63,546,57,35,364
5510,0,0,2.05,3.5,3.4,4,2,4,13,17,88,44,413,141,90,497,1,3,6,10,17,85,40,405,153,76,505
5511,1,4,3.0,3.3,2.4,4,2,4,12,12,84,50,455,114,56,455,5,0,5,19,17,98,53,500,115,55,410
5512,1,0,2.9,3.3,2.5,6,3,1,10,7,133,69,526,109,56,384,7,2,1,25,12,150,81,538,119,61,370
5513,2,1,1.57,3.8,6.5,2,4,4,10,10,163,76,516,88,36,394,4,3,3,16,15,109,62,458,94,41,452
5514,2,0,1.91,3.6,3.75,4,2,4,11,15,108,54,452,133,60,458,5,2,3,16,14,121,54,398,136,70,512
5515,6,0,1.22,6.5,11.0,8,1,1,24,5,122,63,501,100,55,409,3,4,3,10,11,91,48,412,112,48,498
5516,0,3,4.75,3.6,1.73,3,3,4,12,15,97,42,390,141,64,519,5,2,3,23,10,141,77,507,90,52,403
5517,3,6,9.0,5.5,1.3,0,2,8,6,22,126,61,396,113,56,514,6,3,1,23,10,160,88,509,97,51,401
5518,0,2,10.0,5.75,1.29,3,1,6,13,20,98,47,434,112,58,475,7,1,2,22,14,152,83,591,93,43,319
5519,2,1,2.25,3.4,3.25,6,2,2,14,10,78,33,438,113,57,472,4,3,3,16,14,137,79,450,138,67,460
5520,2,3,2.7,3.2,2.75,3,3,4,14,11,98,50,464,101,50,446,4,5,1,18,14,132,69,512,116,56,397
5521,3,0,1.44,4.5,7.5,4,3,3,11,9,100,59,468,109,62,442,1,4,5,6,19,103,49,405,110,56,505
5522,6,2,1.5,4.5,7.5,3,4,3,13,13,112,62,452,129,73,458,1,3,6,11,19,86,47,402,158,91,508
5523,2,0,1.55,4.33,6.5,3,5,2,16,13,130,68,442,104,50,467,2,2,6,12,22,94,49,461,92,44,449
5524,1,0,1.6,3.75,6.5,3,5,2,13,14,104,53,455,126,63,455,5,4,1,10,6,87,40,413,103,56,497
5525,0,1,4.0,3.1,2.1,5,1,4,9,10,90,41,427,117,59,482,3,3,4,17,12,124,73,515,89,43,395
5526,0,0,2.38,3.2,3.2,5,2,3,25,15,84,42,513,88,34,396,2,5,3,6,6,128,68,502,87,45,407
5527,1,2,2.0,3.3,4.0,4,2,4,9,13,102,41,435,96,47,475,2,2,6,9,18,79,48,408,132,74,502
5528,2,0,1.67,4.0,5.0,2,1,7,15,23,151,81,435,76,32,475,3,4,3,12,13,65,29,300,136,62,610
5529,3,0,2.9,3.1,2.6,3,0,7,8,14,86,48,412,113,67,498,5,2,3,13,11,103,45,430,123,63,480
5530,0,0,2.3,3.25,3.25,1,2,7,10,23,100,48,343,103,46,566,0,5,5,8,17,84,41,403,132,63,507
5531,0,0,4.5,3.6,1.83,3,2,5,10,14,112,49,469,124,59,441,6,3,1,21,8,166,74,538,98,41,372
5532,1,3,2.0,3.3,4.0,6,0,4,15,15,121,65,513,90,52,397,5,1,4,12,15,122,55,470,97,49,440
5533,0,0,2.25,3.3,3.3,3,2,5,10,14,114,58,405,111,63,504,5,3,2,13,10,92,52,436,125,61,474
5534,1,0,5.0,3.6,1.7,1,5,4,14,20,98,46,457,106,61,452,8,1,1,22,10,121,53,506,93,56,404
5535,4,2,2.0,3.5,3.6,3,4,3,15,15,102,50,468,85,42,442,2,2,6,11,21,109,54,426,138,70,483
5536,2,4,1.75,3.75,4.33,3,3,4,13,15,140,72,432,110,47,478,4,2,4,10,10,97,56,444,112,55,466
5537,1,0,2.2,3.4,3.3,4,4,2,15,10,78,43,392,110,48,518,4,1,5,15,19,136,65,518,80,47,392
5538,1,0,2.38,3.2,3.2,4,2,4,15,15,86,45,436,130,62,474,2,3,5,7,10,107,54,443,123,62,467
5539,1,3,3.25,3.25,2.3,3,4,3,11,15,82,42,423,134,72,487,4,2,4,17,12,99,40,440,114,58,470
5540,1,1,2.0,3.3,4.0,4,0,6,12,23,89,49,421,101,49,488,2,3,5,12,17,113,61,414,106,48,496
5541,3,1,1.44,4.75,8.0,4,5,1,16,8,146,91,509,121,70,401,1,1,8,9,17,106,56,453,113,65,457
5542,1,1,2.05,3.3,3.8,3,3,4,13,10,97,44,390,132,60,520,4,3,3,18,14,100,48,446,177,93,464
5543,0,1,2.25,3.2,3.4,3,2,5,11,15,96,44,418,144,66,492,3,2,5,11,15,133,67,457,96,42,453
5544,1,2,2.0,3.25,4.2,5,3,2,24,13,89,46,524,84,32,385,4,1,5,8,11,92,40,417,120,58,492
5545,0,2,2.88,3.0,2.7,5,3,2,10,7,93,44,409,112,60,501,3,5,2,13,12,92,36,438,106,46,472
5546,1,3,2.63,3.3,2.7,3,1,6,9,17,74,45,396,138,77,514,4,2,4,13,14,91,54,444,110,53,466
5547,1,1,2.5,3.4,2.7,2,4,4,7,16,85,45,410,122,53,500,2,4,4,13,18,95,46,448,108,66,461
5548,2,0,2.75,3.1,2.75,1,3,6,7,16,94,45,444,115,62,466,2,3,5,12,12,109,56,472,106,56,438
5549,2,1,1.85,3.8,4.5,5,4,1,19,17,120,55,381,109,58,530,4,3,3,8,8,124,68,418,115,60,492
5550,2,0,1.33,5.25,12.0,5,3,2,14,8,88,51,537,93,51,371,4,2,4,10,11,86,45,382,126,72,528
5551,1,0,2.45,3.4,3.1,2,3,5,14,20,116,59,465,113,58,444,3,3,4,10,13,115,64,474,114,60,436
5552,1,0,3.8,3.6,2.05,3,4,3,9,11,87,40,457,147,85,453,3,1,6,14,20,134,74,498,109,60,412
5553,0,1,4.75,3.8,1.8,1,3,6,11,21,92,53,379,151,87,531,4,4,2,16,11,127,66,457,113,52,452
5554,1,1,2.6,3.5,2.8,5,2,3,20,15,109,59,406,120,67,505,4,3,3,17,13,113,62,455,135,78,455
5555,2,1,2.2,3.2,3.5,5,0,5,10,13,121,66,373,75,42,537,4,4,2,12,13,103,46,405,97,54,503
5556,1,1,1.67,3.5,6.0,2,5,3,6,6,126,64,503,89,47,406,3,0,7,10,16,73,40,393,111,57,516
5557,4,1,1.67,3.75,5.5,4,3,3,17,16,81,44,443,107,56,467,0,2,8,2,18,101,53,427,149,75,483
5558,2,1,2.2,3.1,3.6,2,3,5,9,12,86,44,447,114,64,463,5,0,5,10,12,97,44,410,120,61,499
5559,5,0,1.18,7.0,17.0,8,2,0,23,6,133,70,596,73,42,314,0,6,4,10,19,110,51,423,93,42,487
5560,1,2,1.91,3.2,4.75,2,3,5,8,11,76,51,420,123,58,489,2,2,6,9,14,89,41,437,116,60,472
5561,4,0,1.1,11.0,21.0,9,1,0,31,3,130,66,619,61,30,291,3,1,6,16,20,142,70,441,86,37,469
5562,1,2,1.5,4.33,6.5,4,2,4,11,13,127,58,514,84,44,395,3,3,4,10,16,95,49,419,126,81,491
5563,0,0,1.62,3.8,6.0,6,0,4,23,14,101,55,515,113,56,395,4,3,3,7,8,90,46,401,125,55,509
5564,0,0,2.1,3.6,3.4,1,4,5,10,15,80,41,408,155,80,502,3,4,3,15,15,78,39,445,105,46,465
5565,2,0,3.3,3.6,2.15,4,1,5,16,18,100,52,410,132,65,499,5,3,2,13,11,114,56,511,89,50,399
5566,1,1,2.75,3.0,2.8,3,3,4,10,13,72,31,303,144,63,607,4,2,4,10,10,112,46,455,81,41,455
5567,0,2,2.2,3.3,3.4,0,5,5,7,16,84,40,427,123,63,483,3,0,7,8,12,87,47,408,112,66,502
5568,0,0,1.67,3.75,5.5,6,1,3,15,14,118,53,464,88,43,446,5,2,3,13,13,106,47,443,110,55,467
5569,1,4,2.0,3.6,3.5,2,2,6,12,22,113,57,431,140,70,479,1,5,4,10,17,110,65,451,129,66,459
5570,2,0,1.44,4.5,6.5,4,2,4,13,12,98,55,432,125,67,478,0,2,8,8,25,131,63,380,117,60,530
5571,2,3,1.75,3.6,4.6,1,3,6,9,15,85,34,478,121,62,432,3,3,4,12,17,108,52,380,145,64,529
5572,1,1,2.15,3.4,3.3,5,1,4,14,14,133,59,418,126,61,492,8,0,2,20,8,138,66,460,114,58,450
5573,3,1,2.1,3.25,3.75,4,4,2,13,10,84,45,395,103,44,515,3,1,6,10,15,94,47,427,118,61,482
5574,1,5,1.85,3.75,4.2,5,4,1,20,15,132,71,504,122,61,405,4,3,3,11,7,103,62,477,111,64,433
5575,1,1,2.6,3.1,2.9,1,3,6,6,22,102,49,405,105,53,505,3,5,2,15,12,107,51,428,71,41,482
5576,0,1,1.95,3.5,4.0,2,3,5,5,8,107,52,444,121,60,466,3,3,4,10,16,86,45,435,139,75,475
5577,2,1,1.95,3.5,4.0,3,1,6,13,19,124,56,515,81,45,395,1,4,5,10,18,113,61,427,101,47,483
5578,1,1,1.73,4.0,5.0,7,1,2,20,8,168,102,527,107,69,383,5,5,0,19,8,150,93,522,123,70,388
5579,1,2,1.67,3.8,6.0,3,5,2,11,12,139,78,492,98,55,417,4,1,5,9,10,117,71,405,154,88,505
5580,3,1,2.3,3.1,3.4,3,4,3,12,15,106,49,443,99,51,467,4,4,2,14,14,108,55,448,132,63,462
5581,3,0,1.95,3.5,4.0,5,3,2,15,7,136,67,550,87,44,360,6,1,3,14,12,126,62,481,110,58,429
5582,0,1,1.67,4.0,5.0,4,3,3,18,11,123,71,513,84,41,397,5,2,3,22,12,84,43,525,85,33,384
5583,3,2,1.3,6.0,8.5,7,2,1,28,13,123,63,556,57,35,354,5,2,3,11,13,144,74,494,109,56,416
5584,1,2,2.2,3.4,3.3,1,3,6,11,21,135,77,485,119,62,425,3,1,6,11,15,106,51,392,93,54,518
5585,2,2,3.4,3.3,2.2,3,1,6,8,12,115,54,385,184,94,525,3,3,4,10,13,110,48,464,124,60,446
5586,1,0,1.22,6.5,13.0,6,4,0,20,6,167,77,541,94,38,369,2,3,5,9,14,123,61,418,93,51,491
5587,1,0,2.3,3.2,3.3,2,2,6,10,16,92,39,418,146,69,492,2,4,4,11,10,103,46,397,125,55,513
5588,2,0,1.91,3.5,4.2,7,1,2,24,12,149,84,528,117,60,380,5,0,5,14,17,107,54,512,89,49,398
5589,0,2,3.75,3.4,2.05,3,4,3,14,13,102,48,435,170,87,475,7,0,3,18,8,128,63,560,71,35,350
5590,1,0,1.73,3.6,5.25,4,4,2,11,9,87,49,439,123,58,471,1,3,6,8,18,91,46,347,109,47,562
5591,0,1,2.75,3.2,2.7,3,3,4,15,16,97,55,445,97,43,465,6,3,1,10,7,122,64,506,121,65,404
5592,3,1,1.3,5.75,8.0,7,2,1,27,11,167,96,526,103,57,384,4,4,2,17,14,106,47,473,90,48,437
5593,2,2,2.55,3.4,2.63,0,5,5,10,28,88,51,483,122,56,427,5,1,4,12,14,96,45,436,148,67,474
5594,1,1,2.3,3.4,3.0,7,1,2,19,9,126,59,515,93,52,395,8,1,1,27,5,127,66,505,90,50,405
5595,0,2,1.5,4.33,6.0,6,1,3,25,9,141,73,522,96,59,388,3,3,4,15,16,143,79,445,106,44,465
5596,3,0,1.3,5.5,10.0,8,0,2,22,12,156,86,577,92,45,333,6,2,2,14,10,80,33,438,102,54,472
5597,3,2,3.6,4.0,1.91,3,3,4,14,14,133,76,453,134,62,457,8,2,0,31,7,155,69,528,112,61,382
5598,1,0,1.2,6.5,17.0,6,2,2,15,6,106,61,447,92,49,463,4,2,4,14,14,81,42,425,135,63,485
5599,2,1,1.44,4.5,7.5,4,2,4,16,13,99,43,440,110,58,470,4,1,5,11,21,89,51,425,103,49,484
5600,3,0,3.4,3.4,2.15,5,2,3,21,11,86,44,506,86,31,403,6,3,1,17,5,137,71,544,89,46,366
5601,3,1,8.5,5.0,1.36,3,3,4,8,9,109,48,459,83,40,451,7,2,1,27,15,121,65,557,60,35,353
5602,1,0,1.4,5.0,9.0,3,1,6,14,18,142,76,509,100,53,401,2,3,5,12,19,111,54,447,116,57,462
5603,4,0,1.57,4.2,6.5,3,4,3,15,14,119,64,457,134,75,453,0,1,9,9,20,112,58,446,112,68,464
5604,1,4,1.7,4.0,5.5,7,1,2,23,9,165,95,511,74,39,398,2,5,3,11,14,143,86,499,92,53,410
5605,0,3,2.88,3.6,2.5,1,4,5,12,21,98,60,454,138,74,456,5,4,1,19,17,121,56,387,106,56,523
5606,0,1,1.57,4.0,7.0,5,4,1,17,8,123,64,468,112,49,441,4,3,3,8,9,81,35,456,152,84,454
5607,2,2,1.91,3.6,4.5,2,3,5,8,14,107,56,481,118,62,429,2,2,6,12,23,97,50,446,96,43,464
5608,1,2,4.33,3.4,2.0,4,2,4,9,10,114,62,412,120,65,498,5,3,2,15,8,91,53,554,91,50,354
5609,2,1,7.0,4.33,1.53,4,1,5,10,13,84,45,375,120,67,535,7,2,1,21,7,152,89,526,113,68,384
5610,2,0,2.1,3.4,3.6,4,4,2,13,12,102,49,416,103,56,493,0,5,5,9,23,107,50,411,92,43,499
5611,1,2,7.5,4.5,1.44,5,3,2,21,16,97,49,465,105,57,445,8,2,0,27,6,135,70,597,70,41,313
5612,1,0,1.7,3.6,5.5,4,3,3,14,16,109,56,446,129,61,464,4,0,6,10,14,94,38,413,126,62,497
5613,3,1,2.1,3.25,3.75,3,3,4,11,12,84,44,459,116,61,451,2,3,5,9,12,86,52,430,118,52,480
5614,1,1,3.6,3.2,2.15,0,2,8,3,16,105,58,424,162,79,486,2,5,3,7,7,121,65,508,83,44,401
5615,1,3,13.0,6.5,1.22,5,1,4,12,15,128,70,462,111,59,448,9,1,0,30,3,140,74,619,61,30,291
5616,2,1,1.5,4.2,7.0,6,1,3,22,12,98,57,505,115,56,405,3,1,6,10,19,74,46,402,135,78,508
5617,6,0,1.57,4.0,5.75,4,3,3,11,12,115,55,516,85,47,394,4,0,6,12,15,110,55,389,101,60,521
5618,0,4,1.95,3.8,3.6,3,1,6,14,21,138,69,423,104,50,487,1,3,6,12,22,133,79,493,120,65,417
5619,1,3,3.8,3.6,1.95,3,4,3,14,14,84,48,445,102,45,465,3,2,5,11,15,127,62,506,90,48,403
5620,0,0,2.15,3.5,3.3,4,2,4,11,16,102,53,420,122,81,490,4,1,5,16,17,95,52,410,125,59,499
5621,2,2,5.0,3.6,1.75,4,0,6,9,10,88,45,414,105,60,496,7,1,2,24,11,143,78,516,114,58,392
5622,1,0,1.62,3.6,6.5,3,3,4,10,9,166,80,511,86,37,399,5,2,3,13,13,123,56,457,90,42,453
5623,3,1,1.91,3.75,3.6,4,2,4,15,14,141,83,432,106,43,478,2,4,4,13,17,111,67,434,126,59,476
5624,0,5,2.6,3.4,2.6,2,5,3,8,14,84,42,423,115,53,487,4,2,4,12,15,144,66,437,117,58,473
5625,5,1,1.17,6.5,17.0,7,2,1,25,6,123,60,502,88,51,408,0,5,5,10,28,82,45,464,121,57,446
5626,2,2,6.5,4.5,1.44,1,3,6,11,15,86,31,493,119,60,417,7,2,1,28,12,163,91,522,107,58,388
5627,1,2,3.4,3.5,2.05,0,2,8,8,24,130,63,361,111,59,549,5,2,3,14,14,94,43,444,144,64,466
5628,0,4,2.5,3.75,2.8,7,2,1,26,7,169,77,531,113,63,379,8,0,2,24,12,163,87,569,89,44,341
5629,2,0,2.63,3.3,2.7,2,2,6,12,14,110,56,480,95,51,430,4,2,4,17,16,135,78,446,137,67,464
5630,1,1,1.44,4.2,7.5,5,2,3,16,8,98,60,472,117,67,438,2,3,5,9,15,91,46,456,115,65,454
5631,2,0,3.3,3.4,2.2,3,5,2,16,13,100,50,415,74,42,495,5,3,2,20,19,138,77,515,104,53,395
5632,2,0,2.4,3.2,3.1,3,1,6,11,23,89,52,435,95,45,475,2,2,6,5,9,96,49,449,117,60,461
5633,4,1,1.57,4.2,6.5,5,5,0,18,7,150,87,504,117,65,406,5,3,2,20,14,113,59,392,124,69,518
5634,1,2,2.1,3.2,3.8,2,1,7,8,17,72,39,382,109,60,528,3,2,5,11,13,91,41,442,110,53,467
5635,0,0,1.8,3.4,5.0,6,0,4,11,12,123,66,377,82,46,533,4,3,3,8,9,98,47,423,113,57,487
5636,2,2,2.3,3.2,3.3,3,5,2,13,11,99,37,456,107,49,454,4,3,3,15,16,99,43,448,95,50,462
5637,0,2,2.45,3.25,3.0,6,0,4,13,14,123,62,469,109,58,441,3,3,4,12,12,124,69,510,84,42,400
5638,3,1,2.05,3.25,4.0,3,4,3,6,8,93,45,400,123,57,510,3,3,4,10,13,75,30,316,129,60,594
5639,0,1,2.6,3.2,2.88,4,3,3,11,13,107,47,435,107,55,475,2,3,5,12,16,104,57,449,94,40,461
5640,1,2,2.8,3.0,2.75,1,3,6,7,17,90,45,357,106,46,552,1,4,5,7,11,109,49,399,126,52,511
5641,2,2,1.5,4.2,7.0,7,0,3,18,8,130,63,564,65,34,346,4,2,4,11,12,132,65,450,103,46,460
5642,2,1,2.05,3.3,3.8,2,4,4,10,15,97,44,463,131,66,447,4,4,2,11,9,84,47,446,123,55,464
5643,0,2,8.0,4.75,1.4,0,5,5,7,16,88,45,438,111,59,472,7,3,0,19,4,158,76,546,93,40,364
5644,4,0,1.2,6.5,17.0,6,3,1,9,6,118,62,493,129,70,417,3,2,5,9,12,120,58,387,169,83,523
5645,1,1,1.45,4.33,7.5,5,0,5,14,15,101,49,503,92,49,407,2,2,6,10,16,102,40,426,133,66,484
5646,1,0,2.15,3.3,3.6,2,3,5,9,14,103,55,404,106,59,505,3,3,4,12,13,99,49,433,162,84,477
5647,0,0,1.57,4.2,5.25,7,1,2,18,9,128,60,447,131,67,463,4,2,4,13,17,110,54,372,144,64,537
5648,5,0,1.36,4.75,8.0,6,2,2,18,10,127,63,513,94,50,397,2,1,7,12,25,120,57,453,132,64,457
5649,1,0,2.3,3.4,3.0,5,2,3,15,9,98,56,445,123,64,465,4,3,3,17,16,104,46,479,91,48,431
5650,2,2,3.6,3.5,2.0,1,5,4,10,18,104,52,454,100,61,455,5,1,4,22,11,129,69,514,102,63,396
5651,1,1,1.53,4.0,7.0,6,2,2,14,9,73,30,425,104,54,485,4,4,2,13,10,86,50,396,102,41,514
5652,0,3,2.2,3.2,3.5,3,2,5,11,15,82,43,414,130,60,495,1,4,5,6,21,106,55,423,100,52,487
5653,0,1,5.5,3.8,1.67,4,2,4,10,15,73,40,417,142,78,493,6,2,2,15,6,108,62,453,93,52,456
