,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target
3740,3,1,2.75,3.2,2.6,6,2,2,22,6,94,43,108,65,4,4,2,15,12,126,58,101,47
3741,0,2,9.0,6.5,1.25,3,2,5,18,23,94,41,101,50,8,2,0,30,7,128,70,78,37
3742,2,1,1.8,3.5,4.5,3,3,4,10,14,111,53,79,35,3,2,5,13,20,77,26,109,56
3743,2,0,1.67,4.2,5.25,7,2,1,24,10,172,101,103,53,6,4,0,20,7,132,73,83,45
3744,2,1,1.67,4.2,5.25,4,2,4,18,13,123,64,78,32,3,3,4,18,19,99,51,116,67
3745,1,0,2.2,3.5,3.5,5,2,3,15,10,100,59,113,58,5,2,3,13,8,104,55,76,38
3746,2,0,1.91,3.6,4.5,3,1,6,13,15,112,60,104,66,1,2,7,4,17,142,57,133,76
3747,1,0,1.7,3.8,4.75,3,3,4,15,16,121,64,98,61,3,3,4,10,12,99,42,112,63
3748,1,1,1.85,3.6,4.0,4,5,1,13,7,126,67,108,62,2,7,1,11,8,77,38,129,65
3749,3,0,2.38,3.3,2.9,4,3,3,7,11,129,67,125,52,5,2,3,24,17,123,55,129,65
3750,3,2,1.8,3.5,4.5,10,0,0,23,1,182,83,68,32,5,3,2,14,11,131,55,100,48
3751,2,1,1.5,4.0,7.0,6,2,2,16,9,142,76,87,43,1,3,6,7,16,112,54,116,54
3752,1,2,1.91,3.4,4.0,3,1,6,18,21,109,64,85,36,1,3,6,12,17,94,49,137,69
3753,1,0,1.83,3.4,4.5,3,3,4,12,15,97,44,90,32,3,2,5,5,11,110,51,142,69
3754,1,1,1.45,4.2,7.5,6,2,2,14,8,119,56,120,57,1,2,7,9,25,67,29,148,68
3755,2,0,2.5,3.25,2.8,1,4,5,9,18,89,42,94,50,2,3,5,12,19,124,64,128,61
3756,4,1,1.4,4.4,8.0,5,2,3,13,12,124,64,79,32,2,2,6,9,19,90,40,101,41
3757,5,0,1.2,6.5,15.0,6,0,4,30,17,130,70,110,59,2,1,7,5,13,84,41,123,66
3758,0,1,2.2,3.3,3.3,3,2,5,13,19,74,28,117,56,2,2,6,12,25,93,40,110,55
3759,2,2,1.4,5.0,9.0,5,4,1,17,9,132,71,76,42,2,3,5,13,19,83,44,131,69
3760,1,3,2.8,3.4,2.7,1,4,5,8,18,100,51,111,58,4,1,5,14,12,111,62,104,65
3761,1,2,8.5,4.75,1.44,2,4,4,15,19,86,47,127,64,8,2,0,25,8,144,81,107,55
3762,3,0,1.6,4.0,6.5,2,3,5,17,21,91,49,118,64,4,1,5,7,17,67,27,130,65
3763,4,1,1.45,4.75,8.0,7,2,1,23,9,139,75,76,31,5,2,3,13,9,96,60,114,59
3764,8,0,1.57,4.0,7.0,5,2,3,12,5,109,59,72,39,4,4,2,14,8,110,48,101,46
3765,2,0,1.67,3.8,5.0,3,3,4,16,17,81,42,130,70,2,3,5,12,24,79,47,101,50
3766,2,1,2.3,3.4,3.0,2,7,1,11,8,80,38,131,70,3,3,4,9,10,97,41,107,52
3767,0,3,3.1,3.4,2.25,4,2,4,8,11,100,48,124,61,4,5,1,14,8,130,73,110,60
3768,1,2,3.5,3.5,2.0,0,7,3,7,14,85,50,118,51,4,3,3,16,12,124,63,96,57
3769,3,3,3.4,3.5,2.05,2,3,5,14,19,103,43,122,62,4,4,2,16,14,132,68,93,53
3770,2,1,5.0,4.0,1.62,1,3,6,6,19,70,37,126,75,5,1,4,17,13,143,80,73,35
3771,3,0,1.3,5.5,9.0,5,3,2,16,10,132,55,104,50,1,3,6,5,11,90,36,131,63
3772,0,5,13.0,7.5,1.17,1,4,5,7,19,74,28,115,51,6,0,4,33,16,133,74,104,58
3773,2,3,6.0,4.2,1.6,1,2,7,4,17,123,54,127,74,4,2,4,15,16,162,92,77,42
3774,2,1,2.5,3.3,3.1,4,3,3,13,11,119,55,119,62,5,2,3,17,11,80,40,134,65
3775,2,0,1.67,3.6,5.25,7,2,1,24,9,141,74,84,46,4,2,4,13,12,100,36,104,49
3776,1,1,2.4,3.4,2.8,1,4,5,5,13,119,55,111,58,3,6,1,13,9,124,54,111,49
3777,1,0,2.5,3.2,2.88,3,2,5,5,10,109,47,138,69,3,0,7,17,21,110,62,84,36
3778,2,2,2.5,3.3,2.75,3,1,6,15,17,121,57,110,61,4,3,3,13,12,107,50,86,32
3779,0,2,2.05,3.3,3.6,5,3,2,10,10,130,67,133,56,4,0,6,16,14,119,63,107,54
3780,2,2,2.5,3.25,2.8,5,2,3,24,18,127,54,125,59,6,2,2,16,10,140,76,87,42
3781,2,1,1.65,3.6,5.5,0,5,5,8,20,103,47,133,76,1,3,6,9,22,65,29,144,66
3782,1,0,2.15,3.2,3.4,1,2,7,7,17,114,55,126,63,6,2,2,14,8,108,49,119,57
3783,2,0,1.33,4.75,9.5,4,4,2,16,14,131,62,97,48,2,3,5,10,17,88,45,89,44
3784,3,0,4.5,3.4,1.83,2,2,6,10,22,87,43,97,44,6,2,2,21,6,93,41,114,68
3785,2,0,1.33,5.0,9.0,4,3,3,14,12,129,52,106,51,2,3,5,8,17,103,40,140,64
3786,2,2,5.0,4.0,1.75,3,1,6,8,12,130,67,108,56,5,2,3,20,12,125,61,70,30
3787,1,2,1.53,4.0,6.0,2,3,5,11,17,131,68,120,61,3,3,4,9,14,99,48,98,48
3788,0,1,2.55,3.4,2.63,0,4,6,14,25,104,50,128,53,2,3,5,7,14,71,36,132,77
3789,0,0,1.44,4.75,8.0,5,2,3,18,16,148,80,82,44,2,4,4,14,18,77,42,141,77
3790,1,0,1.65,4.0,6.0,6,2,2,20,4,99,54,75,39,5,2,3,14,11,119,55,119,64
3791,0,2,5.5,3.8,1.73,3,4,3,10,16,102,44,106,48,4,5,1,16,11,138,79,71,41
3792,2,2,1.91,3.6,4.5,2,2,6,9,14,117,59,116,61,2,4,4,16,19,89,48,129,64
3793,2,1,6.5,4.5,1.55,5,1,4,17,12,106,57,102,59,7,2,1,25,10,145,81,91,41
3794,1,0,2.63,3.1,2.8,3,2,5,10,20,62,28,118,51,4,2,4,9,10,97,36,123,65
3795,0,1,1.22,6.5,11.0,4,1,5,16,14,148,81,67,31,4,2,4,7,12,104,52,121,59
3796,1,0,1.67,4.1,4.5,3,5,2,17,17,133,66,87,49,4,3,3,17,15,75,38,136,72
3797,2,0,1.83,3.6,4.2,3,2,5,10,12,99,43,105,53,0,6,4,8,16,90,55,122,58
3798,3,0,2.2,3.4,3.2,2,3,5,12,20,90,53,95,44,1,4,5,5,13,124,54,113,57
3799,4,5,2.25,3.4,3.0,3,3,4,14,18,102,55,102,59,2,3,5,13,18,105,46,114,52
3800,0,0,3.6,3.5,2.0,4,3,3,12,11,102,48,91,33,6,3,1,18,8,128,55,103,50
3801,0,1,3.3,3.25,2.2,2,3,5,8,18,103,43,133,62,1,2,7,5,17,87,50,106,57
3802,3,1,2.38,3.75,3.0,6,0,4,34,15,135,75,109,57,8,2,0,27,6,146,82,75,35
3803,1,3,4.75,3.75,1.83,1,4,5,9,17,97,46,111,54,3,3,4,20,19,96,55,115,61
3804,1,1,2.88,3.6,2.5,4,3,3,18,14,125,60,65,28,8,2,0,25,9,147,79,86,40
3805,1,2,1.75,3.9,5.0,4,2,4,13,13,101,63,113,63,2,4,4,12,16,131,58,94,49
3806,1,0,2.4,3.3,2.88,5,2,3,20,9,126,70,100,44,8,1,1,25,8,136,71,88,47
3807,2,0,2.5,3.2,2.8,3,3,4,11,13,97,48,115,61,3,4,3,8,8,116,57,66,24
3808,3,0,1.67,3.8,5.0,4,3,3,14,12,129,68,96,60,3,7,0,12,7,83,42,128,71
3809,0,0,8.0,4.75,1.36,5,4,1,15,6,118,64,108,61,8,2,0,23,4,146,73,69,29
3810,0,1,6.5,3.6,1.57,1,3,6,9,19,62,27,140,59,4,3,3,21,16,128,52,124,54
3811,1,2,2.38,3.1,3.1,1,3,6,5,12,93,39,126,63,2,3,5,13,16,91,43,128,61
3812,2,1,1.75,3.5,4.75,5,0,5,17,12,121,64,98,50,2,2,6,8,16,121,59,123,59
3813,1,1,2.05,3.4,3.6,6,2,2,23,15,104,54,110,52,5,3,2,10,7,138,71,130,56
3814,2,0,1.91,3.4,4.0,6,1,3,14,9,114,51,127,64,4,1,5,6,10,118,51,130,65
3815,0,1,7.0,3.75,1.53,4,2,4,10,14,95,46,100,50,5,4,1,17,10,137,69,84,40
3816,0,0,1.91,3.4,4.0,2,3,5,9,17,85,44,104,54,2,2,6,11,21,89,45,97,46
3817,2,1,2.0,3.4,3.75,6,2,2,16,12,110,64,75,33,5,3,2,15,9,131,57,102,49
3818,4,0,1.83,3.5,4.33,4,3,3,9,12,112,52,77,32,3,2,5,12,21,90,40,111,54
3819,2,0,2.38,3.25,3.4,1,1,8,6,20,120,58,128,74,3,1,6,4,19,67,28,133,70
3820,1,1,4.0,3.4,1.91,3,1,6,4,12,119,49,132,61,6,2,2,20,12,151,83,83,39
3821,1,1,3.4,3.4,2.1,3,2,5,16,12,120,57,108,64,5,3,2,23,16,100,50,116,54
3822,3,0,1.65,3.6,5.5,4,4,2,9,7,140,72,131,56,7,1,2,15,6,108,46,134,69
3823,1,0,7.0,4.0,1.5,3,3,4,11,12,86,39,124,59,9,1,0,23,3,175,77,69,30
3824,1,0,1.8,3.6,4.33,4,3,3,19,15,137,57,113,48,4,4,2,11,9,98,49,96,39
3825,1,0,1.91,3.4,4.0,1,4,5,9,20,109,46,113,68,1,3,6,6,13,90,38,126,64
3826,2,0,1.18,6.5,15.0,6,3,1,16,6,124,55,98,47,1,3,6,7,17,65,27,149,62
3827,1,0,1.83,3.4,4.33,2,2,6,8,13,130,62,123,62,3,0,7,17,21,91,52,91,39
3828,1,1,1.44,4.2,7.5,5,2,3,12,10,105,50,74,40,4,1,5,9,18,65,29,117,54
3829,1,0,1.91,3.6,3.8,4,2,4,16,15,75,39,147,78,4,1,5,12,12,112,48,106,55
3830,1,2,2.2,3.1,3.5,2,2,6,11,21,86,41,105,51,4,1,5,9,14,99,48,100,53
3831,3,0,1.25,6.5,14.0,4,5,1,17,11,139,79,67,43,1,4,5,9,18,102,48,111,58
3832,2,1,1.17,8.5,21.0,8,2,0,26,10,129,69,96,44,2,1,7,8,19,113,54,134,75
3833,0,0,1.75,3.8,5.25,4,3,3,21,17,103,62,115,61,5,2,3,16,11,76,36,134,63
3834,0,1,3.8,3.6,2.05,2,5,3,13,15,81,44,146,82,7,1,2,21,4,110,55,71,37
3835,1,0,3.8,3.75,2.0,2,4,4,11,17,116,50,97,52,5,2,3,15,13,146,83,79,43
3836,2,2,2.38,3.4,3.25,5,2,3,14,11,106,50,123,60,6,1,3,19,12,105,55,106,58
3837,1,0,2.05,3.2,3.75,3,0,7,8,19,86,43,121,54,2,3,5,8,15,72,39,141,68
3838,1,1,2.5,3.0,3.0,3,3,4,7,9,111,55,71,27,5,2,3,9,10,131,62,64,35
3839,1,2,7.0,4.33,1.44,2,1,7,7,13,102,49,92,46,5,5,0,19,5,105,58,87,50
3840,3,2,2.5,3.2,2.88,4,3,3,10,7,103,54,94,38,3,3,4,12,11,100,45,121,53
3841,2,0,2.0,3.2,4.0,4,2,4,9,10,94,35,126,66,2,2,6,8,19,75,27,84,42
3842,1,3,3.3,3.1,2.3,4,2,4,13,13,90,45,105,52,5,2,3,19,9,117,65,102,47
3843,2,1,1.44,4.5,6.5,7,3,0,21,3,149,82,64,31,3,1,6,14,15,148,75,68,31
3844,1,2,1.73,4.0,4.33,3,6,1,12,10,91,48,135,74,0,4,6,13,22,105,51,123,53
3845,1,0,2.25,3.4,3.1,4,2,4,6,11,98,51,124,57,3,3,4,18,21,106,62,106,61
3846,0,4,3.3,3.5,2.1,2,3,5,14,21,103,49,121,61,5,3,2,16,9,140,70,101,66
3847,2,0,2.4,3.3,2.9,5,3,2,19,13,155,85,79,36,7,2,1,18,6,126,57,93,45
3848,2,0,3.4,3.4,2.1,2,0,8,14,21,90,49,96,44,4,3,3,16,13,138,60,109,48
3849,0,1,2.2,3.4,3.2,2,3,5,11,14,123,61,115,61,4,3,3,12,12,113,52,82,37
3850,0,4,12.0,7.0,1.2,2,3,5,7,15,69,27,111,54,7,0,3,36,14,141,79,110,54
3851,1,2,3.75,3.6,2.1,3,1,6,4,17,79,37,125,64,4,2,4,14,13,108,65,103,56
3852,1,0,1.91,3.75,4.33,6,2,2,23,10,153,83,96,44,4,4,2,19,14,124,62,65,30
3853,2,1,2.25,3.25,3.2,4,3,3,14,12,89,37,99,49,4,2,4,11,12,108,41,101,44
3854,2,1,1.25,5.25,13.0,8,0,2,22,6,139,71,86,43,3,1,6,9,12,71,33,114,47
3855,1,1,2.05,3.2,3.75,4,4,2,9,7,107,48,82,35,4,3,3,13,11,96,49,100,52
3856,3,1,1.95,3.5,3.75,4,5,1,12,6,116,62,121,72,4,6,0,13,7,120,52,110,40
3857,0,1,1.91,3.6,3.8,3,3,4,8,11,74,38,130,73,0,5,5,8,18,89,55,120,58
3858,0,2,1.5,4.0,7.0,4,4,2,20,16,103,51,121,57,2,4,4,10,18,119,51,113,66
3859,3,1,3.0,3.2,2.4,4,4,2,10,8,90,45,96,41,4,4,2,10,6,150,82,119,51
3860,0,0,1.85,3.5,4.2,3,2,5,9,12,138,65,123,64,2,2,6,4,13,114,48,139,65
3861,2,4,2.05,3.3,3.6,6,1,3,13,9,96,39,147,80,4,3,3,12,11,83,38,122,53
3862,1,3,2.1,3.4,3.4,4,3,3,14,10,134,59,101,52,6,2,2,20,9,94,42,109,64
3863,1,0,2.4,3.3,2.9,2,2,6,6,15,87,48,96,52,7,1,2,17,12,98,63,79,36
3864,2,1,2.4,3.1,3.1,1,3,6,5,24,80,30,115,51,2,3,5,8,18,107,46,121,56
3865,1,3,2.1,3.5,3.8,2,4,4,15,18,90,51,122,60,2,4,4,9,18,102,47,104,49
3866,4,2,1.53,3.8,6.5,6,1,3,19,10,119,66,97,45,3,3,4,17,12,127,63,106,64
3867,1,0,2.0,3.2,4.0,3,4,3,8,10,94,48,107,58,2,0,8,8,15,106,52,94,48
3868,0,2,2.05,3.4,3.5,3,2,5,15,19,89,49,96,44,5,1,4,7,11,93,52,119,56
3869,0,0,2.25,3.1,3.4,0,5,5,8,18,71,32,106,55,2,2,6,12,21,67,38,109,50
3870,1,0,2.5,3.4,3.0,0,4,6,5,19,97,46,130,71,2,5,3,13,14,76,40,147,82
3871,1,2,3.4,3.4,2.3,4,2,4,13,13,138,78,83,47,8,2,0,26,10,122,66,95,44
3872,1,0,1.3,6.0,11.0,3,4,3,16,14,118,56,77,37,2,3,5,14,19,89,52,114,59
3873,2,2,7.0,4.75,1.5,2,1,7,8,19,113,56,142,79,6,2,2,20,10,152,82,101,46
3874,0,0,1.75,3.75,5.5,5,2,3,19,14,98,51,114,61,3,1,6,5,16,85,39,130,68
3875,2,0,2.5,3.0,3.0,2,2,6,5,13,65,32,143,67,4,2,4,9,10,98,37,113,58
3876,1,2,2.38,3.1,3.1,2,3,5,11,14,100,44,119,53,4,4,2,9,7,117,54,73,31
3877,1,0,2.4,3.1,3.1,2,1,7,7,20,79,28,86,43,4,1,5,14,16,90,44,101,51
3878,1,2,3.5,3.25,2.1,3,1,6,10,13,79,38,120,50,4,3,3,15,13,94,38,92,44
3879,3,0,1.65,3.6,5.5,3,2,5,10,13,108,39,97,41,5,2,3,13,9,107,56,90,35
3880,0,0,1.5,4.33,6.0,4,5,1,18,15,150,74,78,43,3,5,2,13,12,94,50,128,74
3881,3,0,1.73,3.8,4.5,4,0,6,11,12,118,52,112,62,4,3,3,16,13,101,43,122,53
3882,3,4,1.8,3.8,4.0,4,5,1,14,10,124,57,112,42,3,3,4,7,8,75,40,124,69
3883,2,0,2.63,3.3,2.63,1,4,5,14,21,96,51,125,61,2,3,5,14,23,105,49,120,58
3884,0,4,13.0,7.0,1.18,3,3,4,17,19,105,64,106,61,7,3,0,21,4,159,89,63,29
3885,2,0,2.63,3.5,2.5,1,5,4,9,14,88,54,118,60,4,2,4,14,13,75,44,154,81
3886,2,2,2.6,3.2,2.7,5,4,1,12,6,92,47,98,45,3,4,3,18,18,100,46,124,60
3887,0,0,2.1,3.4,3.4,2,5,3,10,15,101,47,126,62,2,3,5,4,11,114,50,145,69
3888,1,2,17.0,7.5,1.14,2,3,5,8,12,113,52,109,53,7,1,2,24,7,157,82,86,41
3889,0,0,1.57,3.8,6.0,5,4,1,17,11,102,57,112,50,2,3,5,6,17,69,26,114,57
3890,5,1,1.05,15.0,26.0,8,0,2,37,10,145,81,107,51,3,2,5,13,19,101,48,107,51
3891,2,1,1.57,3.75,6.0,5,3,2,12,8,111,50,79,35,3,4,3,12,13,78,36,125,66
3892,1,1,4.0,3.5,2.05,2,4,4,10,19,100,48,101,49,3,4,3,19,17,109,66,110,58
3893,2,1,3.75,3.5,2.1,4,3,3,13,10,81,38,131,63,4,5,1,18,11,155,89,62,41
3894,1,2,1.7,4.0,5.5,4,2,4,13,14,113,69,109,58,4,3,3,12,12,107,49,125,61
3895,0,2,2.3,3.5,3.3,3,3,4,12,13,115,62,120,66,3,4,3,11,15,120,54,89,47
3896,3,1,1.5,4.0,7.0,6,2,2,21,8,113,65,104,46,3,0,7,8,19,88,45,118,55
3897,2,0,3.75,3.1,2.1,4,2,4,9,16,65,28,106,49,3,3,4,8,10,113,57,73,29
3898,1,1,2.25,3.2,3.2,4,3,3,7,10,117,55,72,40,5,3,2,12,7,108,53,75,41
3899,2,0,1.62,3.75,5.5,5,5,0,19,6,105,58,99,55,9,0,1,24,5,134,69,91,47
3900,2,0,1.57,4.2,5.25,6,2,2,20,9,138,70,98,60,1,4,5,4,13,115,47,112,55
3901,1,1,2.2,3.4,3.2,2,3,5,16,16,115,61,101,60,5,3,2,14,10,80,36,129,51
3902,2,1,1.85,3.4,4.33,1,3,6,6,13,96,42,132,68,1,4,5,7,16,57,24,138,57
3903,0,1,2.5,3.3,2.75,3,4,3,10,9,161,89,114,52,5,3,2,19,12,157,89,80,39
3904,2,2,1.45,4.5,6.5,4,3,3,15,12,143,57,111,46,3,4,3,11,16,115,57,135,62
3905,7,0,1.2,6.0,15.0,8,1,1,20,4,175,76,65,30,2,0,8,14,21,89,49,102,42
3906,1,1,2.15,3.3,3.4,3,3,4,11,17,117,51,115,63,5,1,4,13,13,95,32,141,75
3907,3,0,1.44,4.33,7.0,7,1,2,16,6,111,51,98,49,3,3,4,7,9,137,66,118,62
3908,2,1,4.33,3.6,1.8,1,3,6,10,15,117,58,105,58,7,2,1,19,9,129,70,79,37
3909,1,1,3.1,3.2,2.3,2,4,4,10,12,85,48,100,51,4,2,4,14,12,129,60,98,53
3910,0,0,1.62,4.0,5.25,7,2,1,23,9,80,38,110,67,3,2,5,7,12,87,49,87,41
3911,1,1,1.25,5.5,12.0,7,1,2,17,10,94,61,77,38,2,2,6,6,24,84,34,106,50
3912,2,3,7.5,4.2,1.44,5,1,4,12,11,105,54,95,37,6,4,0,21,6,115,66,110,58
3913,3,1,1.8,3.5,4.5,3,3,4,7,11,82,45,88,39,2,4,4,10,12,85,49,90,47
3914,1,2,2.15,3.6,3.5,3,5,2,17,12,154,88,67,43,4,4,2,16,12,123,57,80,36
3915,2,0,1.25,6.5,15.0,8,2,0,25,10,130,72,101,50,3,3,4,11,13,106,55,110,60
3916,2,1,1.85,3.8,4.5,3,4,3,18,16,114,67,111,61,5,3,2,19,13,107,59,119,63
3917,0,0,2.1,3.5,3.8,1,3,6,10,18,85,44,137,77,2,5,3,10,17,92,46,114,55
3918,2,1,1.4,5.25,8.5,5,3,2,20,12,162,88,101,51,4,3,3,13,10,85,40,129,61
3919,1,0,1.83,3.75,4.75,4,4,2,13,13,111,50,87,44,2,2,6,10,20,114,62,134,73
3920,1,2,1.7,3.8,5.75,4,3,3,12,12,104,47,120,56,1,4,5,5,16,105,55,132,70
3921,0,0,3.6,3.3,2.05,3,2,5,7,11,68,31,138,62,7,2,1,24,8,109,64,107,48
3922,0,1,2.5,3.1,2.9,3,0,7,9,21,92,46,111,54,4,3,3,9,10,94,51,101,55
3923,1,0,1.8,3.3,4.75,2,0,8,8,14,107,56,89,46,3,1,6,11,14,79,43,122,48
3924,2,2,1.62,3.6,6.0,4,4,2,12,8,109,55,75,40,1,3,6,10,16,98,42,111,51
3925,0,0,1.91,3.4,4.0,4,1,5,13,14,88,42,100,48,5,2,3,11,14,69,34,102,46
3926,4,0,1.14,8.0,15.0,7,3,0,21,3,162,92,61,29,3,5,2,15,14,126,58,106,41
3927,3,2,3.0,3.4,2.3,4,2,4,13,13,74,41,165,86,7,2,1,21,7,142,73,90,53
3928,1,3,1.36,5.0,7.5,5,5,0,15,5,122,66,117,68,2,3,5,16,23,100,62,111,63
3929,2,2,2.15,3.3,3.4,3,5,2,11,10,89,50,141,78,2,5,3,11,13,92,53,117,59
3930,1,3,3.8,3.6,1.91,5,1,4,7,10,97,53,116,51,4,5,1,17,14,159,75,68,40
3931,1,2,2.1,3.3,3.5,4,2,4,11,11,70,37,116,65,3,1,6,13,19,82,45,98,46
3932,2,2,7.0,4.75,1.4,4,2,4,14,14,110,43,119,54,2,1,7,11,17,146,74,80,40
3933,1,2,4.5,3.4,1.83,2,3,5,4,11,112,47,153,76,7,1,2,17,6,107,53,99,50
3934,0,3,3.75,3.4,2.0,6,1,3,20,11,121,64,94,44,8,1,1,23,4,171,71,58,29
3935,3,1,1.44,4.2,7.5,7,1,2,20,11,122,65,78,37,5,3,2,13,9,114,51,77,35
3936,0,0,3.4,3.25,2.15,2,3,5,11,19,68,37,117,56,2,3,5,12,15,110,53,98,53
3937,5,1,1.2,7.0,11.0,7,1,2,22,5,156,77,82,38,7,1,2,17,10,95,61,79,42
3938,0,4,15.0,6.5,1.18,2,4,4,12,15,74,35,121,62,8,0,2,40,11,143,79,113,57
3939,3,1,4.33,3.7,1.91,2,3,5,13,18,93,51,120,61,3,2,5,12,14,140,81,89,51
3940,1,2,3.6,3.4,2.2,1,5,4,12,15,78,37,145,81,3,2,5,13,16,120,71,107,57
3941,3,1,1.62,3.6,6.0,8,0,2,23,7,135,72,103,55,4,3,3,13,13,99,38,96,49
3942,2,0,2.5,3.1,2.9,3,2,5,7,12,92,34,111,58,4,2,4,13,12,107,38,99,42
3943,0,0,2.7,3.1,2.7,5,4,1,11,7,112,52,79,34,4,3,3,8,11,114,52,73,42
3944,0,1,2.38,3.5,2.8,2,2,6,13,24,107,45,110,53,5,0,5,14,10,115,53,119,65
3945,2,0,1.91,3.6,3.75,1,3,6,3,14,109,48,112,53,2,4,4,14,18,91,45,122,58
3946,1,1,4.0,3.3,1.95,0,4,6,7,18,57,22,144,61,5,4,1,13,7,99,52,100,49
3947,1,2,3.4,3.4,2.1,3,4,3,13,18,115,55,135,63,3,4,3,10,8,168,91,117,57
3948,1,1,2.63,3.2,2.7,3,5,2,18,16,97,45,126,64,4,3,3,17,14,143,62,110,44
3949,3,3,1.36,4.75,8.5,5,3,2,18,11,163,95,89,41,2,3,5,16,16,118,60,101,59
3950,0,2,2.15,3.4,3.3,2,0,8,14,27,84,48,112,42,1,4,5,10,18,112,65,119,56
3951,0,1,1.83,3.5,4.33,3,2,5,7,12,138,67,118,67,2,5,3,9,14,106,50,126,58
3952,1,1,1.85,3.4,4.33,4,2,4,12,14,94,34,147,78,2,2,6,8,14,102,46,126,65
3953,2,2,2.0,3.2,4.0,2,3,5,10,19,102,44,117,58,0,6,4,8,16,76,37,100,50
3954,2,1,1.44,4.5,6.5,3,3,4,13,13,127,59,100,54,4,2,4,7,11,114,55,94,48
3955,2,1,5.0,3.75,1.67,2,3,5,7,23,85,37,108,52,7,2,1,22,8,81,38,104,62
3956,1,0,2.7,3.3,2.55,3,1,6,14,24,106,51,107,52,4,5,1,14,10,105,58,109,52
3957,1,1,5.25,3.75,1.75,2,2,6,4,16,89,43,141,77,7,1,2,21,4,105,48,64,29
3958,1,1,2.15,3.3,3.4,5,4,1,14,9,84,39,129,53,3,4,3,12,16,125,52,114,65
3959,0,0,2.0,3.3,3.8,1,4,5,4,16,72,29,126,61,2,2,6,8,13,103,48,112,53
3960,2,0,1.53,3.75,7.5,8,0,2,22,8,145,75,104,53,4,5,1,10,7,113,55,82,36
3961,1,4,2.25,3.4,3.1,2,5,3,13,15,87,54,117,58,2,2,6,13,23,99,39,119,62
3962,3,0,1.7,3.75,5.0,1,4,5,8,13,120,58,93,56,2,3,5,11,20,102,43,121,61
3963,1,1,2.15,3.4,3.75,2,4,4,7,16,95,50,141,70,2,2,6,5,17,86,43,146,82
3964,1,0,1.73,4.0,5.0,3,2,5,12,14,143,80,95,57,4,3,3,13,13,110,48,116,56
3965,3,0,1.33,5.75,10.0,5,3,2,17,12,124,54,91,45,1,4,5,12,16,79,34,153,89
3966,3,2,2.38,3.4,3.25,2,2,6,10,20,112,60,140,78,1,3,6,8,16,92,48,137,78
3967,0,0,9.0,5.0,1.4,2,5,3,9,16,93,50,121,57,8,2,0,25,10,125,70,99,46
3968,1,1,1.8,3.75,5.0,3,3,4,13,12,84,37,136,65,3,3,4,15,16,95,51,123,59
3969,0,1,4.5,3.8,1.85,3,2,5,11,15,103,53,121,69,3,4,3,16,12,165,97,70,42
3970,1,0,2.15,3.5,3.6,4,3,3,17,14,109,58,121,61,5,3,2,14,13,113,56,91,49
3971,1,1,2.3,3.1,3.4,1,4,5,12,17,99,41,122,59,4,2,4,9,11,96,37,108,55
3972,2,0,2.6,3.1,2.9,2,1,7,10,15,80,46,131,59,5,1,4,14,12,106,55,94,41
3973,1,0,1.22,6.5,13.0,6,4,0,19,8,115,66,116,58,4,2,4,13,10,90,42,94,43
3974,2,1,2.15,3.25,3.6,5,3,2,9,10,73,36,104,49,2,3,5,6,11,71,34,136,60
3975,2,0,2.9,3.1,2.6,4,3,3,9,10,94,50,105,53,4,4,2,13,9,119,66,83,43
3976,2,3,1.83,3.5,4.5,3,2,5,12,14,107,35,107,45,2,0,8,5,14,122,68,91,48
3977,4,1,1.95,3.7,3.75,5,1,4,15,14,74,42,171,86,3,5,2,13,12,83,48,138,76
3978,3,1,2.0,3.5,3.75,6,0,4,13,7,119,60,108,56,2,2,6,5,14,102,45,113,56
3979,4,3,1.7,4.0,4.75,3,4,3,14,17,126,59,107,43,5,0,5,8,13,95,51,117,53
3980,0,1,15.0,7.5,1.18,4,1,5,13,16,87,48,91,43,7,3,0,23,2,156,84,65,31
3981,4,0,2.2,3.5,3.25,2,3,5,12,18,95,51,120,57,3,3,4,13,16,105,42,116,55
3982,0,0,3.75,3.3,2.1,2,3,5,9,14,106,47,115,63,6,1,3,19,11,117,64,98,48
3983,2,1,2.0,3.5,3.6,3,5,2,10,7,105,49,122,59,2,4,4,12,19,113,52,133,66
3984,1,2,2.88,3.1,2.63,3,2,5,7,13,114,55,89,43,3,3,4,7,12,82,45,88,38
3985,2,1,1.67,3.7,5.5,2,4,4,10,13,90,50,88,45,3,3,4,9,21,85,39,117,59
3986,0,1,1.62,4.0,5.5,4,4,2,13,10,111,58,113,54,2,4,4,11,17,78,36,122,62
3987,1,2,10.0,6.0,1.29,5,3,2,14,9,100,43,74,34,9,0,1,42,7,143,78,118,59
3988,0,3,3.2,3.6,2.3,7,2,1,21,3,112,52,61,29,5,3,2,19,12,177,98,97,48
3989,2,1,2.25,3.6,3.25,3,2,5,11,17,128,77,107,58,4,3,3,18,15,119,70,114,63
3990,1,0,2.25,3.1,3.5,3,3,4,11,15,99,38,109,53,2,3,5,6,12,112,54,84,40
